,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
11,Principal Data Scientist,Data Scientist,CRUTZ LEELA,"Remote in Pune, Maharashtra",We are seeking profiles from USA Healthcare Insurance domain only & at least 2 to 3 yrs of exp in US Healthcare and remaining years of relevant experience only.,EmployerActive 9 days ago,"₹12,00,000 - ₹18,00,000 a year",2023-03-15,/company/crutz-leela/jobs/Principal-Data-Scientist-5ddd9fd00a633236?fccid=093348b2c1385fae&vjs=3
12,Data Scientist,Data Scientist,Peak AI,"Pune, Maharashtra","Experience in one or some of - statistical modelling, machine learning, data mining, unstructured data analytics, natural language processing.",PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=3a0eaa7cea712903&fccid=19c24e7b982830fc&vjs=3
13,Machine Learning Engineer - NLP,Data Scientist,Taiyo.Ai,Remote,"Partner with data engineers and data scientists to put together an actionable plan based on insights and metrics gathered.
Total work: 1 year (Preferred).",PostedPosted 15 days ago,"₹4,00,000 - ₹7,00,000 a year",2023-03-15,/company/Taiyo.Ai/jobs/Machine-Learning-Engineer-2b9606aa128889dc?fccid=202300b64706fdae&vjs=3
14,Data Scientist,Data Scientist,ABB,"Bengaluru, Karnataka",Working with cross-functional and global teams to lead projects solving complex business problems using data science and own complete lifecycle of analytics…,PostedPosted 18 days ago,?,2023-03-15,/rc/clk?jk=b748ae262aa5cc8b&fccid=38b4474838e7b7a1&vjs=3
15,Data Scientist,Data Scientist,weholds and care holding pvt ltd,"Bengaluru, Karnataka","Present information using data visualization techniques.
Undertake preprocessing of structured and unstructured data.
Combine models through ensemble modeling.",EmployerActive 1 day ago,"₹6,11,143 - ₹15,00,000 a year",2023-03-15,/company/weholds-and-care-holding-pvt-ltd/jobs/Data-Scientist-1a6aff659e6e0eca?fccid=e4788f027585c212&vjs=3
16,AVP - Data Scientist,Data Scientist,Barclays,"Delhi, Delhi","Prior work in a comparable organisation as a data scientist or in a technical analyst role.
Use Python to extract, transform and analyse various types of data.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=9cee676ea4f2c124&fccid=057abf3fd357e717&vjs=3
17,Data Science Online Trainer,Data Scientist,Prognoz,India,"1+ year experience in Data Science.
Must have worked on minimum 2 Data Science Projects and must have at least 50 hours experience in online training on Data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d8c24b8bcfe362cf&fccid=d3c16ab1f2de3595&vjs=3
18,Data Scientist,Data Scientist,Agnik,India,"AGNIK is hiring a Data Science Intern with some background in the following areas and strong motivation.
Some Experience in Programming in C++/Java/Distributed…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=08c443685b2f2ddc&fccid=0ad80630a67215ca&vjs=3
19,Data Scientist - All Levels,Data Scientist,Greenizon Agritech Consultancy,"Bengaluru, Karnataka","Presenting information using data visualization techniques.
Identifying valuable data sources and automate collection processes.",PostedPosted 30+ days ago,"From ₹1,50,000 a year",2023-03-15,/rc/clk?jk=bc941afdbf2c6ed6&fccid=8830babe6425fead&vjs=3
20,Data Scientist,Data Scientist,Infosys Limited,"Bengaluru, Karnataka",Analytical ability- Looks at data from multiple sources and integrates data/inputs in a manner to build cause effect linkages to arrive at key issues.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=992244c24ee6718c&fccid=c67533a523c83a4c&vjs=3
21,Data Scientist - Associate,Data Scientist,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",This role will work closely with data science professionals across Asset Management to support high impact data science efforts and explore key datasets used by…,PostedPosted 8 days ago,?,2023-03-15,/rc/clk?jk=c6a52c81f717ca5d&fccid=c46d0116f6e69eae&vjs=3
22,Power BI Data Analytics & Data Scientist,Data Scientist,Emerson,"Pune, Maharashtra","Interacts with global supply teams & supply leadership and efficiently & innovatively manages supply data systems, new project initiatives etc.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=72e75cdc58181323&fccid=c3d73a6fd53e8543&vjs=3
23,Data Scientist,Data Scientist,Btrnsfrmd Consulting LLC,"Remote in Bengaluru, Karnataka","Responsible for assessing data formats and data engineering outputs.
Carry out pre-processing of large volumes of data to extract insights and test data…",PostedPosted 30+ days ago,"₹4,45,700 - ₹6,00,000 a year",2023-03-15,/company/Btrnsfrmd-Consulting-LLC/jobs/Data-Scientist-318123d0fcba3fcb?fccid=a911323a7a0246e1&vjs=3
24,Data Science,Data Scientist,Infosys Limited,"Bengaluru, Karnataka","Programming: Python, R, SQL • ML algorithms: o Statistical ML algorithms o Deep Neural Network architectures o Model ensembling o Generative AI models o ML for…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=0ce2cc0e6f928e77&fccid=c67533a523c83a4c&vjs=3
25,Data science,Data Scientist,Fusion Global Business Solutions,"Indore, Madhya Pradesh","Proven experience as a Data Scientist or Data Analyst.
Proven ability to work in a pressurised support environment.
Job Types: Full-time, Regular / Permanent.",EmployerActive 1 day ago,?,2023-03-15,/company/Fusion-Global-Business-Solutions/jobs/Data-Science-17618bfdefc75881?fccid=cc6c7cafab9ace12&vjs=3
26,Data Scientist,Data Scientist,GKN Aerospace,"Bengaluru, Karnataka","Familiarity with big data technologies and cloud-based data platforms.
Passion for working with data and driving business insights and value from data analysis.",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=88b800bcc21ad305&fccid=c63673380ae8fbab&vjs=3
27,Data Scientist,Data Scientist,Cognizant,"Bengaluru, Karnataka",Working with tools and scripts for sufficiently pre-processing the data & feature engineering for model development – Python / R / SQL / Cloud data pipelines.,PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=036c6841db300131&fccid=2df6a1e69a70a1e7&vjs=3
28,Data Scientist,Data Scientist,IBST Private Limited,"Hyderabad, Telangana+5 locations","Must experience in : AI Deep Learning Machine Learning NLP SQL Model Deployment Cloud Computing Data Engineering Flask, FastAPI, Docker Design…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ec7914af1708ccf4&fccid=39fccf55504681f3&vjs=3
29,Data Scientist,Data Scientist,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.,PostedPosted 22 days ago,?,2023-03-15,/rc/clk?jk=36399a00bb482f5b&fccid=216eb700022de6f6&vjs=3
30,O&M Data Analytics Engineer (India),Data Scientist,Cleantech Energy Corporation Pte Ltd,India,"At least 2-3 years of work experience in data analytics.
Generation of high-level system performance data for various internal & external stakeholders.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2cf0c97f9817a928&fccid=cab6b8b89f42fcf8&vjs=3
31,Machine Learning Engineer Intern,Data Scientist,SmartInternz,"Remote in Hyderabad, Telangana","The ideal candidates will be part of a team and this team is responsible for performing statistical analysis, Fine tuning test results, Train and retrain…",PostedPosted 30+ days ago,"₹60,000 - ₹1,80,000 a year",2023-03-15,/rc/clk?jk=2cc442641141dd51&fccid=87d7df9d597afef2&vjs=3
32,Data Scientist,Data Scientist,Faurecia,"Pune, Maharashtra","Research & Develop Machine Learning/AI algorithms to solve the engineering & Manufacturing problems.
Discover insights & develop prediction system for Finance &…",PostedPosted 15 days ago,?,2023-03-15,/rc/clk?jk=b8380aa80000304a&fccid=be6df1e15053629d&vjs=3
33,Associate Data Scientist,Data Scientist,GYPR PVT LTD,"Delhi, Delhi",We are looking for a Subject matter expert (R programming) responsible in solving complex problems and delivering all projects on time and ensuring high…,EmployerActive 4 days ago,"₹3,00,000 - ₹6,00,000 a year",2023-03-15,/company/GYPR-Tutorials/jobs/Associate-Data-Scientist-6b7357c0dc5f380e?fccid=18ef0d325ccfe230&vjs=3
34,Machine Learning Intern,Data Scientist,SolarWinds,"Bengaluru, Karnataka","Analyzing data sets and extracting insights from them.
Building and testing ML models and algorithms on telemetry data.",PostedPosted 18 days ago,?,2023-03-15,/rc/clk?jk=67327b5fb43cf683&fccid=8fac7c785ef64f5e&vjs=3
35,Applied ML engineer,Data Scientist,sybill,"Bengaluru, Karnataka","3+ years of experience as an ML engineer, data scientist, CV/NLP researcher, or in a related role.
Proficiency in data science and machine learning using Python…",PostedPosted 30+ days ago,"₹25,00,000 - ₹55,00,000 a year",2023-03-15,/rc/clk?jk=d10940caf9a8afac&fccid=472971ece0ef611d&vjs=3
36,Data Scientist,Data Scientist,Airtel India,"Gurgaon, Gurugram, Haryana+1 location","Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=86be4fb99f638f8b&fccid=bb95ccf807a8406a&vjs=3
37,Data Scientist,Data Scientist,Cyient,"Hyderabad, Telangana","We leverage digital technologies, advanced analytics capabilities, and our domain knowledge and technical expertise, to solve complex business problems.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=6a9a53d3e910ec94&fccid=48337f40cc18bca7&vjs=3
38,Junior Data Scientist,Data Scientist,ONPASSIVE Technologies,"Hyderabad, Telangana",Develop and improve the existing data mining and NLP related processes within our Regulatory Data Management platform.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=0fc4bfd9bb859478&fccid=2b3b4bdd01472ef7&vjs=3
39,Data Scientist,Data Scientist,SearchUrCollege,"Noida, Uttar Pradesh","Knowledge of data visualization tools like Tableau/Power Bi etc will be an added advantage.
Analyze and dig out carefully vetted, actionable insights from …",PostedPosted 30+ days ago,"₹4,80,000 - ₹13,00,000 a year",2023-03-15,/rc/clk?jk=221d6afa3757039d&fccid=a9dfdaecb9e80779&vjs=3
40,Data & Applied Scientist,Data Scientist,Microsoft,"Remote in Hyderabad, Telangana","4+ years of experience working with large data sets, using big data tools and scripting languages such as: SQL, Spark, Python.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=3bb7b8da1fec0e33&fccid=734cb5a01ee60f80&vjs=3
41,Senior Data Scientist,Data Scientist,Kmart,India+1 location,"We use the latest cloud platform tools, data engineering practices and data science methods to achieve our goals.
4+ years of data science experience.",PostedPosted 15 days ago,?,2023-03-15,/rc/clk?jk=f0f83e22d01215b0&fccid=fffc8238af387b00&vjs=3
42,Analytics Data Engineer / Data Scientist,Data Scientist,COMPEGENCE,"Bengaluru, Karnataka","Ability to operationalise the data pipeline.
Operationalise 360 degree Analytical data feedback loop.
4 plus Customer Project experience handling large scale…",PostedPosted 30+ days ago,"₹90,000 - ₹1,50,000 a month",2023-03-15,/company/COMPEGENCE/jobs/Analytic-Data-Engineer-53ff3ddbc2db81b5?fccid=ef71dcb4192bafa7&vjs=3
43,Data Scientist,Data Scientist,Provenir Inc.,Remote,"Strong data wrangling and manipulation skills for merging, cleansing, and sampling data.
Experience - 3+ years’ experience in data science.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=25396ee58d0299e6&fccid=9c3cd48203ab119b&vjs=3
44,Data Scientist,Data Scientist,Response Informatics,"Kolkata, West Bengal","Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Work as the data strategist with business stakeholders throughout the…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=3acebd1cec482b81&fccid=93247fd5fba76538&vjs=3
45,Data Scientist,Data Scientist,Lenskart,"Gurgaon, Haryana","Leverage customer chat data for applications in text analytics such as sentiment analysis, NPS prediction, topic modelling etc.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=13027c95012596b8&fccid=ffebae55a778ec1a&vjs=3
46,Data Scientist,Data Scientist,Techneplus,"Bengaluru, Karnataka","Understanding of data lakes and relational databases.
Build optimization models for scenario testing future business outcomes based on internal and external…",PostedPosted 30+ days ago,"₹18,00,000 - ₹25,00,000 a year",2023-03-15,/company/Techneplus/jobs/Data-Scientist-04adb911350e3a05?fccid=ca2dc242f58e938e&vjs=3
47,Data Scientist 4,Data Scientist,HP,"Bengaluru, Karnataka","Experience in solving data science problems using machine learning, data mining algorithms and big data tools.
Run machine learning tests and experiments.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=dd6dec6603b1d402&fccid=c8eabfdb4fcf2d28&vjs=3
48,Data Scientist EAC 2023,Data Scientist,Bosch Group,"Coimbatore, Tamil Nadu","Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Experience using statistical computer languages like R, Python, etc. to…",PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=bdcaa187d2414649&fccid=a2faf1301ac6ad4b&vjs=3
49,ML Engineer,Data Scientist,TerraEagle,"Bengaluru, Karnataka","Extensive knowledge of ML frameworks, libraries, data structures, data modeling,.
Transforming data science prototypes and applying appropriate ML algorithms…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e597516ff3e21176&fccid=5fb1097b9a4c81b3&vjs=3
50,Data Analytics Intern,Data Scientist,Ecozen Solutions,"Pune, Maharashtra","Analyze data of IoT devices to study performance and model the physical behavior of systems.
Experience: a minimum of 3 months of similar project experience in…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=433429aed990eef7&fccid=dc9baf7ba5726b92&vjs=3
51,Data Science,Data Scientist,Globussoft Technologies,"Bengaluru, Karnataka","Develop custom data models and algorithms to apply to data sets.
Extending company’s data with third party sources of information when needed.",PostedPosted 30+ days ago,"₹3,60,000 a year",2023-03-15,/rc/clk?jk=87a38e048bc40e5e&fccid=9b58c0acb36ad6d6&vjs=3
52,Data Scientist,Data Scientist,Siemens,"Gurgaon, Haryana","Experience with common data science toolkits, such as Scikit, NumPy.
Experience in developing and deploying machine learning, deep learning, NLP solutions,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=1b7dd233758c6759&fccid=ea6bb53f0b18b8f2&vjs=3
53,Data Scientist,Data Scientist,BEIING,"Delhi, Delhi","Work with large, complex data sets.
Experience working on unstructured data is a plus.
The ideal candidate would be someone who has worked in a data science…",PostedPosted 30+ days ago,"₹50,00,000 - ₹60,00,000 a year",2023-03-15,/rc/clk?jk=5e1362da4b0c2641&fccid=6ba8befd34d9a44f&vjs=3
54,Data Scientist,Data Scientist,Cellworks Research India,"Bengaluru, Karnataka","Select appropriate data sets and data representation methods.
Understanding of data structures, data modeling and software architecture.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=9063e0bf485efe9e&fccid=2e2ede894fa69c11&vjs=3
55,Intern - Data Analytics (APAC),Data Scientist,Waters Corporation,"Bengaluru, Karnataka",Developing processes and tools to assess the effectiveness and accuracy of new data sources and data gathering techniques.,PostedPosted 11 days ago,?,2023-03-15,/rc/clk?jk=843d8cb6c21eefa3&fccid=8ecf0a26bbadddb8&vjs=3
56,Data Scientist Intern,Data Scientist,PAGO Analytics,"Hyderabad, Telangana",Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=373aa07ae39a9cfc&fccid=32e7714bda65ceaf&vjs=3
57,Data Scientist (MLOps ),Data Scientist,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=22d689bd175e1830&fccid=216eb700022de6f6&vjs=3
58,Sr. Data Scientist,Data Scientist,OMS Software Solutions India Pvt Lltd,"Coimbatore, Tamil Nadu","Undertake preprocessing of structured and unstructured data.
Identify valuable data sources and automate collection processes.",EmployerActive 2 days ago,"₹12,00,000 - ₹21,00,000 a year",2023-03-15,/company/OMS-Software-Solutions-India-Pvt-Lltd/jobs/Senior-Data-Scientist-32a851cc35bf7b88?fccid=e216e19501a16879&vjs=3
59,Data Scientist,Data Scientist,Capgemini,"Bengaluru, Karnataka","Proficient in data mining and data cleansing techniques.
Helping & Managing teams of data scientist and produce project deliverables.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b0d424bf8f41e756&fccid=105ecfd0283f415f&vjs=3
60,Data Scientist,Data Scientist,Eoraa & Co.,"New Delhi, Delhi","Proficient with Python/R.
Strong communication and presentation skills.
Knowledge of various analytical approaches.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a8004d4d60d6a554&fccid=532b61341f3cf91b&vjs=3
61,Data Scientist,Data Scientist,SUMMIT SOLUTIONS,"Cannanore, Kerala","The required skills are : Graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..",EmployerActive 6 days ago,?,2023-03-15,/company/Summit-Solutions/jobs/Data-Scientist-0c5e76eff329f2e0?fccid=0150598c574675b8&vjs=3
62,Lead Data Scientist - Computer Vision,Data Scientist,Michelin,"Pune, Maharashtra","Transform images using opencv library, develop scripts to process annotation data/files.
Capture detailed documentation of data, models, application…",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=81693963a7e03482&fccid=8a90a0ee1d8ff04d&vjs=3
63,Junior Data Scientist,Data Scientist,Marktine Technology Solutions,Remote,"Responsibilities: Design and develop strong analytics system and predictive models Managing a team of data scientists, machine learning engineers, and big data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d71f2548e7a03354&fccid=4a3d46e28f0964e5&vjs=3
64,DATA SCIENCE,Data Scientist,Infowiz Software Solution,India,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",PostedPosted 30+ days ago,"₹10,000 - ₹30,000 a month",2023-03-15,/rc/clk?jk=62a1efaad00ca109&fccid=11e6934ea954ccfb&vjs=3
65,Data Science Trainer part time / monthly / hourly,Data Scientist,Digicrome Academy,Remote,"Tableau/ Power Bi/ Google data Studio.
Candidate must be able to train in AI and Data Science.
You have to take online class and clear student doubts with…",EmployerActive 3 days ago,From ₹500 an hour,2023-03-15,/company/Digicrome-Academy/jobs/Data-Science-Trainer-0f32e801f51551ee?fccid=3ec51a751b7d89c2&vjs=3
66,Business Analyst - Data Science,Data Scientist,PayU,"Bengaluru, Karnataka","PayU Payments data has emerged as a powerful source of information.
Opportunity to work on exceptional projects using cutting edge technology in a big data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=bc6f5e06bc77f2ff&fccid=c1bec49d1ea92b43&vjs=3
67,EY - GDS Consulting - Data Scientist - Intern,Data Scientist,EY,"Gurgaon, Gurugram, Haryana","Tech/MBA/Masters in relevant discipline.
0 - 3 years of experience.
Should have had hands on experience in ML/ Advanced Analytics/Operational Research.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c00725067b598488&fccid=1544766d4c2915b0&vjs=3
68,"Senior Data Scientist ( Only for Immediately Joiner, WFH)",Data Scientist,DXC Technology,"Remote in Bengaluru, Karnataka","Analytics and data solutions, primarily focused on Fraud Management and Network Intelligence.
Relative full time working experience on.",EmployerActive 1 day ago,"₹30,00,000 - ₹40,00,000 a year",2023-03-15,/company/DXC-Technology/jobs/Senior-Data-Scientist-d22630c6d24a1d67?fccid=feaabf8e6a699d3c&vjs=3
69,Associate Data Scientist,Data Scientist,Airtel India,"Bellandur, Bengaluru, Karnataka","Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=0bbe2aad41ad1553&fccid=bb95ccf807a8406a&vjs=3
70,Cloud SDM-Data Analytics and Visualisation,Data Scientist,IBST Private Limited,"Bengaluru, Karnataka",Manages the data science teams and oversees all activities ensuring alignment with departmental and business-wide vision and strategies.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c95e2aa47204c155&fccid=39fccf55504681f3&vjs=3
71,NLP - Machine Leaning Engineer,Data Scientist,Tapaya Technologies,Remote,"Looking for developers with experience in python and NLP.
Familiarity with ML algorithms , git and Linux environment preferred.",PostedPosted 11 days ago,"Up to ₹18,000 a month",2023-03-15,/company/Tlabz/jobs/Nlp-934292e06a2d6453?fccid=071d381abfb7b7a1&vjs=3
72,Data Scientist,Data Scientist,Capgemini Invent,"Bengaluru, Karnataka","Proficient in data mining and data cleansing techniques.
Helping & Managing teams of data scientist and produce project deliverables.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=48627303be6e24fb&fccid=5d72e2fe76078b02&vjs=3
73,Associate Data Scientist,Data Scientist,Kmart,"Bengaluru, Karnataka","Analyse and model structured/unstructured data using advanced statistical methods.
Develop & maintain data science solutions to drive incremental value for the…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d2bb89d763adeac8&fccid=fffc8238af387b00&vjs=3
74,Data Scientist,Data Scientist,Capgemini,"Bengaluru, Karnataka","Proficient in data mining and data cleansing techniques.
Helping & Managing teams of data scientist and produce project deliverables.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b0d424bf8f41e756&fccid=105ecfd0283f415f&vjs=3
75,DATA SCIENTIST,Data Scientist,Tech27 Systems Ltd.,"Calicut, Kerala","Post graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c0a4ba17fe0b072d&fccid=93f2b878c8f97b3c&vjs=3
76,DATA SCIENCE,Data Scientist,Infowiz Software Solution,India,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",PostedPosted 30+ days ago,"₹10,000 - ₹30,000 a month",2023-03-15,/rc/clk?jk=62a1efaad00ca109&fccid=11e6934ea954ccfb&vjs=3
